dataset,player_name,year,year_index,years_active,hands,hands_total,vpip_pct,pfr_pct,three_bet_pct,fold_to_3bet_pct,bb_fold_pct,bb_call_pct,bb_three_bet_pct,cbet_pct,bb100,d_vpip_pct,d_pfr_pct,d_three_bet_pct,d_bb_fold_pct,d_cbet_pct,d_bb100
NL50,Pixailov,2018,3,4,7198,38390,23.94,18.69,8.23,51.05,71.71,22.81,5.48,56.62,278.42,-1.5899999999999999,-1.0,-0.40000000000000036,7.699999999999989,14.46,112.24000000000001
NL50,Pixailov,2019,4,4,27962,38390,23.43,17.34,7.33,47.5,66.18,28.24,5.58,50.02,244.67,-0.5100000000000016,-1.3500000000000014,-0.9000000000000004,-5.529999999999987,-6.599999999999994,-33.75000000000003
NL50,Plasmo24,2021,1,3,1585,7114,18.86,13.25,5.37,50.0,71.98,25.12,2.9,45.28,180.86,,,,,,
NL50,Plasmo24,2022,2,3,968,7114,18.8,14.67,10.41,54.55,67.94,21.37,10.69,60.38,334.46,-0.05999999999999872,1.42,5.04,-4.040000000000006,15.100000000000001,153.59999999999997
NL50,Plasmo24,2024,3,3,4561,7114,18.11,13.99,5.56,59.69,76.12,19.03,4.84,63.56,13.21,-0.6900000000000013,-0.6799999999999997,-4.8500000000000005,8.180000000000007,3.1799999999999997,-321.25
NL50,Poison4real?,2015,1,3,961,2948,21.54,15.3,5.22,52.38,66.67,25.2,8.13,75.0,202.23,,,,,,
NL50,Poison4real?,2016,2,3,1156,2948,27.94,17.65,6.59,35.48,63.06,28.66,8.28,52.44,193.13,6.400000000000002,2.349999999999998,1.37,-3.6099999999999994,-22.560000000000002,-9.099999999999994
NL50,Poison4real?,2020,3,3,831,2948,24.31,15.52,1.08,38.46,70.41,28.57,1.02,54.39,156.79,-3.6300000000000026,-2.129999999999999,-5.51,7.349999999999994,1.9500000000000028,-36.34
NL50,PokerNurse53,2017,1,6,1894,14838,30.68,14.15,1.09,41.07,53.31,45.14,1.56,80.41,293.9,,,,,,
NL50,PokerNurse53,2018,2,6,3949,14838,25.85,12.74,3.63,18.99,62.16,32.43,5.41,68.65,204.34,-4.829999999999998,-1.4100000000000001,2.54,8.849999999999994,-11.759999999999991,-89.55999999999997
NL50,PokerNurse53,2019,3,6,1133,14838,26.83,12.44,1.62,21.21,60.37,37.2,2.44,57.14,136.92,0.9799999999999969,-0.3000000000000007,-2.01,-1.7899999999999991,-11.510000000000005,-67.42000000000002
NL50,PokerNurse53,2020,4,6,4324,14838,25.9,13.07,1.34,23.53,65.77,31.89,2.34,60.81,252.52,-0.9299999999999997,0.6300000000000008,-0.28,5.399999999999999,3.6700000000000017,115.60000000000002
NL50,PokerNurse53,2021,5,6,2338,14838,29.56,14.5,2.4,22.54,61.24,36.16,2.61,66.15,303.23,3.66,1.4299999999999997,1.0599999999999998,-4.529999999999994,5.340000000000003,50.71000000000001
NL50,PokerNurse53,2024,6,6,1200,14838,22.92,11.08,2.17,20.69,69.06,27.34,3.6,76.19,-25.04,-6.639999999999997,-3.42,-0.22999999999999998,7.82,10.039999999999992,-328.27000000000004
NL50,PostoronnimV,2018,1,4,748,4304,21.26,16.84,8.06,40.74,72.83,22.83,4.35,49.06,273.5,,,,,,
NL50,PostoronnimV,2023,2,4,1885,4304,19.47,15.38,7.89,52.0,71.0,22.3,6.69,51.85,11.27,-1.7900000000000027,-1.459999999999999,-0.17000000000000082,-1.8299999999999983,2.789999999999999,-262.23
NL50,PostoronnimV,2024,3,4,611,4304,20.79,18.0,10.53,38.89,73.77,19.67,6.56,36.11,19.67,1.3200000000000003,2.619999999999999,2.6399999999999997,2.769999999999996,-15.740000000000002,8.400000000000002
NL50,PostoronnimV,2025,4,4,1060,4304,18.49,15.75,4.98,42.5,77.69,19.01,3.31,40.63,12.23,-2.3000000000000007,-2.25,-5.549999999999999,3.9200000000000017,4.520000000000003,-7.440000000000001
NL50,PotatoMonste,2021,1,4,7505,18065,24.86,19.4,7.56,44.44,69.76,23.6,6.64,57.83,294.67,,,,,,
NL50,PotatoMonste,2022,2,4,561,18065,24.24,19.96,7.73,20.0,73.44,20.31,6.25,63.04,154.31,-0.620000000000001,0.5600000000000023,0.17000000000000082,3.6799999999999926,5.210000000000001,-140.36
NL50,PotatoMonste,2024,3,4,9094,18065,21.84,17.34,7.59,48.29,71.75,22.63,5.61,56.27,5.35,-2.3999999999999986,-2.620000000000001,-0.14000000000000057,-1.6899999999999977,-6.769999999999996,-148.96
NL50,PotatoMonste,2025,4,4,905,18065,23.54,18.67,9.48,68.57,72.73,22.31,4.96,59.62,-8.34,1.6999999999999993,1.3300000000000018,1.8900000000000006,0.980000000000004,3.3499999999999943,-13.69
NL50,Psihopunk,2019,1,4,876,9584,22.72,16.55,8.85,46.67,67.44,27.13,5.43,65.31,278.72,,,,,,
NL50,Psihopunk,2020,2,4,2505,9584,22.91,17.68,7.48,58.02,68.73,22.71,8.55,55.61,231.25,0.19000000000000128,1.129999999999999,-1.3699999999999992,1.2900000000000063,-9.700000000000003,-47.47000000000003
NL50,Psihopunk,2021,3,4,5117,9584,21.67,16.36,7.58,50.34,68.11,25.23,6.66,52.56,224.03,-1.2399999999999984,-1.3200000000000003,0.09999999999999964,-0.6200000000000045,-3.049999999999997,-7.219999999999999
NL50,Psihopunk,2022,4,4,1086,9584,24.03,18.88,9.05,63.16,64.29,25.0,10.71,50.0,291.62,2.3599999999999994,2.5199999999999996,1.4700000000000006,-3.819999999999993,-2.5600000000000023,67.59
NL50,Puncher321,2012,1,3,989,2539,20.73,15.77,6.32,41.18,77.87,14.75,7.38,75.81,212.03,,,,,,
NL50,Puncher321,2013,2,3,810,2539,20.25,16.42,5.92,35.29,82.08,10.38,7.55,65.52,268.8,-0.4800000000000004,0.6500000000000021,-0.40000000000000036,4.209999999999994,-10.290000000000006,56.77000000000001
NL50,Puncher321,2020,3,3,740,2539,19.86,14.46,2.77,44.0,82.47,16.49,1.03,36.0,237.9,-0.39000000000000057,-1.9600000000000009,-3.15,0.39000000000000057,-29.519999999999996,-30.900000000000006
NL50,Punzzzer,2018,1,4,3471,23120,28.84,20.05,12.36,38.38,52.83,37.61,9.57,76.78,364.72,,,,,,
NL50,Punzzzer,2019,2,4,4916,23120,25.31,18.39,9.89,37.41,68.04,22.63,9.34,59.17,355.42,-3.530000000000001,-1.6600000000000001,-2.469999999999999,15.210000000000008,-17.61,-9.300000000000011
NL50,Punzzzer,2020,3,4,7463,23120,26.92,20.19,10.31,41.57,61.5,29.59,8.91,69.5,350.19,1.610000000000003,1.8000000000000007,0.41999999999999993,-6.540000000000006,10.329999999999998,-5.230000000000018
NL50,Punzzzer,2021,4,4,7270,23120,27.18,20.81,11.3,41.85,64.1,27.77,8.13,68.36,386.92,0.259999999999998,0.6199999999999974,0.9900000000000002,2.5999999999999943,-1.1400000000000006,36.73000000000002
NL50,Radzko,2018,1,6,7432,34711,20.26,16.08,7.05,54.19,81.57,14.08,4.35,51.43,202.55,,,,,,
NL50,Radzko,2019,2,6,4837,34711,20.76,16.95,7.15,52.6,79.3,15.48,5.21,50.81,202.18,0.5,0.870000000000001,0.10000000000000053,-2.269999999999996,-0.6199999999999974,-0.37000000000000455
NL50,Radzko,2020,3,6,9273,34711,19.69,16.13,8.09,47.87,79.23,13.87,6.89,57.41,231.67,-1.0700000000000003,-0.8200000000000003,0.9399999999999995,-0.06999999999999318,6.599999999999994,29.48999999999998
NL50,Radzko,2021,4,6,4673,34711,18.96,16.26,6.59,53.52,82.12,11.73,6.15,63.82,185.58,-0.7300000000000004,0.13000000000000256,-1.5,2.8900000000000006,6.410000000000004,-46.089999999999975
NL50,Radzko,2022,5,6,1117,34711,19.16,14.86,5.49,48.28,77.86,16.43,5.71,57.14,187.34,0.1999999999999993,-1.4000000000000021,-1.0999999999999996,-4.260000000000005,-6.68,1.759999999999991
NL50,Radzko,2023,6,6,7379,34711,18.19,14.61,5.46,56.7,81.6,14.02,4.38,47.0,-1.41,-0.9699999999999989,-0.25,-0.03000000000000025,3.739999999999995,-10.14,-188.75
NL50,Ramyano,2017,1,3,17913,62333,19.95,15.74,7.4,52.35,74.3,18.61,7.09,65.31,204.21,,,,,,
NL50,Ramyano,2018,2,3,20162,62333,18.7,14.74,8.34,50.5,73.17,19.64,7.19,43.39,220.7,-1.25,-1.0,0.9399999999999995,-1.1299999999999955,-21.92,16.48999999999998
NL50,Ramyano,2019,3,3,24258,62333,17.74,13.98,6.66,48.3,76.6,17.15,6.25,58.32,198.09,-0.9600000000000009,-0.7599999999999998,-1.6799999999999997,3.4299999999999926,14.93,-22.609999999999985
NL50,RastyGordo3,2018,1,3,10277,14588,23.61,19.1,9.81,44.24,68.25,22.68,9.07,64.56,294.26,,,,,,
NL50,RastyGordo3,2020,2,3,2020,14588,27.87,19.01,8.66,56.67,62.88,29.55,7.58,71.66,376.77,4.260000000000002,-0.08999999999999986,-1.1500000000000004,-5.369999999999997,7.099999999999994,82.50999999999999
NL50,RastyGordo3,2021,3,3,2291,14588,21.43,17.94,9.94,39.73,72.88,18.98,8.14,66.32,247.33,-6.440000000000001,-1.0700000000000003,1.2799999999999994,9.999999999999993,-5.340000000000003,-129.43999999999997
NL50,Razum_BY,2013,1,4,4264,29029,14.31,10.37,3.79,73.08,88.35,7.35,4.3,51.58,158.99,,,,,,
NL50,Razum_BY,2014,2,4,11621,29029,16.63,11.23,3.71,53.48,80.92,15.24,3.84,47.4,184.57,2.3199999999999985,0.8600000000000012,-0.08000000000000007,-7.429999999999993,-4.18,25.579999999999984
NL50,Razum_BY,2015,3,4,5925,29029,17.59,13.1,6.03,65.77,82.42,11.85,5.74,53.78,205.02,0.9600000000000009,1.8699999999999992,2.3200000000000003,1.5,6.380000000000003,20.450000000000017
NL50,Razum_BY,2016,4,4,7219,29029,20.13,14.86,5.19,44.86,75.67,19.05,5.28,60.51,191.25,2.539999999999999,1.7599999999999998,-0.8399999999999999,-6.75,6.729999999999997,-13.77000000000001
NL50,ReVeu710,2023,1,3,4728,26025,22.34,18.27,10.94,50.34,70.68,20.2,9.12,50.78,20.36,,,,,,
NL50,ReVeu710,2024,2,3,5400,26025,22.89,17.24,7.84,50.26,72.66,22.03,5.31,49.08,10.19,0.5500000000000007,-1.0300000000000011,-3.0999999999999996,1.9799999999999898,-1.7000000000000028,-10.17
NL50,ReVeu710,2025,3,3,15897,26025,22.33,17.71,8.41,51.21,65.7,27.33,6.97,68.95,4.4,-0.5600000000000023,0.4700000000000024,0.5700000000000003,-6.959999999999994,19.870000000000005,-5.789999999999999
NL50,ReachHeight,2013,1,3,3222,28754,18.87,14.0,5.1,58.06,81.45,13.53,5.01,70.22,204.25,,,,,,
NL50,ReachHeight,2016,2,3,11192,28754,19.83,15.35,5.93,50.0,76.12,19.25,4.63,59.17,211.54,0.9599999999999973,1.3499999999999996,0.8300000000000001,-5.329999999999998,-11.049999999999997,7.289999999999992
NL50,ReachHeight,2017,3,3,14340,28754,21.34,17.27,9.16,48.97,75.84,17.63,6.53,60.11,222.79,1.5100000000000016,1.92,3.2300000000000004,-0.28000000000000114,0.9399999999999977,11.25
NL50,Redman3008,2020,1,6,4437,26323,21.14,16.81,8.24,51.91,75.31,19.96,4.73,51.42,307.94,,,,,,
NL50,Redman3008,2021,2,6,2398,26323,21.18,17.64,9.93,51.72,72.7,21.5,5.8,55.83,198.35,0.03999999999999915,0.8300000000000018,1.6899999999999995,-2.6099999999999994,4.409999999999997,-109.59
NL50,Redman3008,2022,3,6,2530,26323,21.86,18.18,10.46,62.86,77.22,16.14,6.65,50.93,227.61,0.6799999999999997,0.5399999999999991,0.5300000000000011,4.519999999999996,-4.899999999999999,29.26000000000002
NL50,Redman3008,2023,4,6,3952,26323,20.47,17.33,9.31,54.48,76.2,17.33,6.47,51.54,-19.44,-1.3900000000000006,-0.8500000000000014,-1.1500000000000004,-1.019999999999996,0.6099999999999994,-247.05
NL50,Redman3008,2024,5,6,10383,26323,18.85,15.95,9.46,53.4,76.81,16.68,6.51,47.44,-3.69,-1.6199999999999974,-1.379999999999999,0.15000000000000036,0.6099999999999994,-4.100000000000001,15.750000000000002
NL50,Redman3008,2025,6,6,2623,26323,18.99,15.78,8.07,75.31,78.87,15.85,5.28,52.87,-7.23,0.13999999999999702,-0.16999999999999993,-1.3900000000000006,2.0600000000000023,5.43,-3.5400000000000005
NL50,Reliktovyj,2018,1,4,9211,31690,19.86,14.82,5.3,60.85,82.5,11.31,6.2,51.48,202.91,,,,,,
NL50,Reliktovyj,2022,2,4,4725,31690,21.88,16.66,7.31,59.6,69.59,23.25,7.17,62.3,162.47,2.0199999999999996,1.8399999999999999,2.01,-12.909999999999997,10.82,-40.44
NL50,Reliktovyj,2023,3,4,13142,31690,22.63,17.04,6.59,55.18,72.9,20.83,6.27,53.1,2.37,0.75,0.379999999999999,-0.7199999999999998,3.3100000000000023,-9.199999999999996,-160.1
NL50,Reliktovyj,2025,4,4,4612,31690,24.63,18.8,8.73,46.15,68.98,22.71,8.31,70.94,-3.66,2.0,1.7600000000000016,2.1400000000000006,-3.9200000000000017,17.839999999999996,-6.03
NL50,RevoIver,2015,1,3,1128,4385,20.57,16.22,6.18,52.38,83.54,12.66,3.8,66.67,270.59,,,,,,
NL50,RevoIver,2016,2,3,1427,4385,23.2,15.98,5.06,38.89,73.16,22.63,4.21,68.14,265.05,2.629999999999999,-0.23999999999999844,-1.12,-10.38000000000001,1.4699999999999989,-5.539999999999964
NL50,RevoIver,2017,3,3,1830,4385,23.61,17.65,7.44,38.98,74.38,20.66,4.96,71.22,282.71,0.41000000000000014,1.6699999999999982,2.380000000000001,1.2199999999999989,3.0799999999999983,17.659999999999968
NL50,Rezzonner,2020,1,5,9081,38768,19.59,15.75,7.4,53.15,77.09,16.52,6.39,52.57,241.26,,,,,,
NL50,Rezzonner,2021,2,5,1359,38768,19.5,15.89,7.52,55.26,77.47,18.13,4.4,48.98,338.76,-0.08999999999999986,0.14000000000000057,0.11999999999999922,0.37999999999999545,-3.5900000000000034,97.5
NL50,Rezzonner,2023,3,5,3707,38768,20.61,17.02,8.84,59.81,72.43,19.69,7.88,63.37,15.68,1.1099999999999994,1.129999999999999,1.3200000000000003,-5.039999999999992,14.39,-323.08
NL50,Rezzonner,2024,4,5,9303,38768,22.83,19.12,10.48,43.5,72.36,20.94,6.7,54.88,-20.68,2.219999999999999,2.1000000000000014,1.6400000000000006,-0.07000000000000739,-8.489999999999995,-36.36
NL50,Rezzonner,2025,5,5,15318,38768,22.88,18.41,9.59,53.37,69.06,23.29,7.66,60.35,2.68,0.05000000000000071,-0.7100000000000009,-0.8900000000000006,-3.299999999999997,5.469999999999999,23.36
NL50,RichRiu4,2011,1,6,4966,36062,15.34,12.34,6.69,52.81,86.86,6.49,6.66,68.95,145.38,,,,,,
NL50,RichRiu4,2017,2,6,5452,36062,22.49,16.76,5.87,47.09,75.0,17.13,7.87,52.42,207.12,7.149999999999999,4.420000000000002,-0.8200000000000003,-11.86,-16.53,61.74000000000001
NL50,RichRiu4,2021,3,6,2036,36062,24.51,18.47,5.88,47.56,76.29,18.53,5.17,35.47,346.66,2.020000000000003,1.7099999999999973,0.009999999999999787,1.2900000000000063,-16.950000000000003,139.54000000000002
NL50,RichRiu4,2022,4,6,7966,36062,25.11,19.51,8.08,53.02,75.24,17.11,7.65,39.85,208.6,0.5999999999999979,1.0400000000000027,2.2,-1.0500000000000114,4.380000000000003,-138.06000000000003
NL50,RichRiu4,2023,5,6,10274,36062,26.47,21.17,8.58,54.33,73.85,19.1,7.06,51.7,19.71,1.3599999999999994,1.6600000000000001,0.5,-1.3900000000000006,11.850000000000001,-188.89
NL50,RichRiu4,2024,6,6,5368,36062,22.02,17.81,7.49,57.59,76.28,18.73,4.98,52.89,-1.69,-4.449999999999999,-3.360000000000003,-1.0899999999999999,2.430000000000007,1.1899999999999977,-21.400000000000002
NL50,RiggedBoy,2014,1,3,2328,12513,18.94,14.09,4.61,44.44,82.3,12.79,4.92,54.74,132.05,,,,,,
NL50,RiggedBoy,2019,2,3,2709,12513,20.71,15.8,8.94,47.06,70.82,20.4,8.78,59.38,254.97,1.7699999999999996,1.7100000000000009,4.329999999999999,-11.480000000000004,4.640000000000001,122.91999999999999
NL50,RiggedBoy,2020,3,3,7476,12513,19.88,16.13,7.44,56.28,77.31,17.11,5.57,47.3,190.24,-0.8300000000000018,0.3299999999999983,-1.4999999999999991,6.490000000000009,-12.080000000000005,-64.72999999999999
NL50,RiverIsMy(L),2022,1,3,3231,9319,27.08,22.69,8.72,62.42,70.53,23.2,6.26,53.38,274.44,,,,,,
NL50,RiverIsMy(L),2023,2,3,2548,9319,29.32,24.57,9.42,66.9,72.36,23.08,4.56,54.23,-8.23,2.240000000000002,1.879999999999999,0.6999999999999993,1.8299999999999983,0.8499999999999943,-282.67
NL50,RiverIsMy(L),2024,3,3,3540,9319,24.94,19.86,8.75,65.0,72.62,20.19,7.19,59.18,6.69,-4.379999999999999,-4.710000000000001,-0.6699999999999999,0.2600000000000051,4.950000000000003,14.920000000000002
NL50,RoadPumpkin,2019,1,3,1184,7885,21.45,17.31,4.59,63.64,78.29,18.42,3.29,50.0,155.19,,,,,,
NL50,RoadPumpkin,2020,2,3,5399,7885,19.71,14.72,6.23,52.07,76.64,18.88,4.48,57.83,234.57,-1.7399999999999984,-2.589999999999998,1.6400000000000006,-1.6500000000000057,7.829999999999998,79.38
NL50,RoadPumpkin,2024,3,3,1302,7885,21.74,18.05,9.77,54.9,72.22,21.53,6.25,58.76,-17.18,2.0299999999999976,3.33,3.539999999999999,-4.420000000000002,0.9299999999999997,-251.75
NL50,RomarioJa,2016,1,3,4683,11330,20.29,14.93,3.85,62.99,74.03,20.94,5.03,48.4,162.51,,,,,,
NL50,RomarioJa,2017,2,3,2716,11330,22.09,16.49,7.93,60.23,71.67,23.23,5.1,62.89,158.91,1.8000000000000007,1.5599999999999987,4.08,-2.3599999999999994,14.490000000000002,-3.5999999999999943
NL50,RomarioJa,2018,3,3,3931,11330,21.06,15.85,7.43,58.49,73.7,21.11,5.18,50.0,208.56,-1.0300000000000011,-0.6399999999999988,-0.5,2.030000000000001,-12.89,49.650000000000006
NL50,Russia163,2017,1,4,18107,32192,21.02,16.37,7.12,51.08,72.7,20.84,6.46,42.71,192.23,,,,,,
NL50,Russia163,2018,2,4,3533,32192,21.17,16.5,7.16,54.26,69.68,23.79,6.53,48.21,149.97,0.15000000000000213,0.129999999999999,0.040000000000000036,-3.019999999999996,5.5,-42.25999999999999
NL50,Russia163,2020,3,4,611,32192,25.2,18.17,6.69,45.0,69.89,22.58,7.53,48.0,248.78,4.029999999999998,1.6700000000000017,-0.46999999999999975,0.20999999999999375,-0.21000000000000085,98.81
NL50,Russia163,2021,4,4,9941,32192,20.29,16.17,7.12,53.88,73.85,20.15,6.0,50.14,194.23,-4.91,-2.0,0.4299999999999997,3.9599999999999937,2.1400000000000006,-54.55000000000001
NL50,RvPersie,2017,1,3,19137,22770,20.41,16.08,6.12,57.4,77.46,15.84,6.7,70.54,192.85,,,,,,
NL50,RvPersie,2018,2,3,1160,22770,21.38,16.47,6.05,57.89,75.66,17.76,6.58,65.28,114.42,0.9699999999999989,0.39000000000000057,-0.07000000000000028,-1.7999999999999972,-5.260000000000005,-78.42999999999999
NL50,RvPersie,2021,3,3,2473,22770,24.59,17.99,7.52,60.0,64.0,30.0,6.0,72.94,155.63,3.210000000000001,1.5199999999999996,1.4699999999999998,-11.659999999999997,7.659999999999997,41.209999999999994
NL50,S1HED,2020,1,3,9855,30208,21.76,16.85,8.38,44.2,68.62,24.8,6.57,61.16,286.4,,,,,,
NL50,S1HED,2021,2,3,2028,30208,20.96,16.37,6.23,50.0,70.63,22.22,7.14,63.75,185.85,-0.8000000000000007,-0.4800000000000004,-2.1500000000000004,2.009999999999991,2.5900000000000034,-100.54999999999998
NL50,S1HED,2022,3,3,18325,30208,20.35,16.83,8.25,51.64,74.44,19.3,6.25,53.08,226.83,-0.6099999999999994,0.4599999999999973,2.0199999999999996,3.8100000000000023,-10.670000000000002,40.98000000000002
NL50,SHPR0,2016,1,4,28731,77650,20.89,16.77,6.91,45.6,75.18,18.66,6.16,56.28,204.27,,,,,,
NL50,SHPR0,2018,2,4,15787,77650,22.11,18.72,9.29,51.5,70.68,21.13,8.19,65.45,233.68,1.2199999999999989,1.9499999999999993,2.379999999999999,-4.5,9.170000000000002,29.409999999999997
NL50,SHPR0,2019,3,4,26894,77650,20.06,16.43,8.01,47.51,74.09,19.88,6.03,64.15,245.67,-2.0500000000000007,-2.289999999999999,-1.2799999999999994,3.4099999999999966,-1.2999999999999972,11.98999999999998
NL50,SHPR0,2021,4,4,6238,77650,21.75,18.4,8.55,53.64,70.63,25.19,4.18,64.15,272.43,1.6900000000000013,1.9699999999999989,0.5400000000000009,-3.460000000000008,0.0,26.76000000000002
NL50,SHULER88,2014,1,4,5149,27677,24.53,21.4,10.55,69.52,78.0,12.14,9.86,73.58,162.51,,,,,,
NL50,SHULER88,2016,2,4,4942,27677,21.87,16.33,5.92,60.61,76.86,16.64,6.5,67.24,196.2,-2.66,-5.07,-4.630000000000001,-1.1400000000000006,-6.340000000000003,33.69
NL50,SHULER88,2018,3,4,8894,27677,23.62,18.05,8.25,50.75,67.94,25.46,6.6,64.72,238.13,1.75,1.7200000000000024,2.33,-8.920000000000002,-2.519999999999996,41.93000000000001
NL50,SHULER88,2019,4,4,8692,27677,22.45,17.22,8.7,51.64,69.13,23.37,7.49,63.96,207.63,-1.1700000000000017,-0.8300000000000018,0.4499999999999993,1.1899999999999977,-0.759999999999998,-30.5
NL50,SIck CaII,2012,1,3,733,3530,25.51,8.32,4.83,25.0,59.05,36.19,4.76,38.1,211.3,,,,,,
NL50,SIck CaII,2013,2,3,1726,3530,22.02,12.34,3.66,55.56,74.34,19.47,6.19,61.04,295.0,-3.490000000000002,4.02,-1.17,15.290000000000006,22.939999999999998,83.69999999999999
NL50,SIck CaII,2016,3,3,1071,3530,19.23,13.82,7.01,38.89,80.95,13.61,5.44,80.0,237.09,-2.789999999999999,1.4800000000000004,3.3499999999999996,6.609999999999999,18.96,-57.91
NL50,SLAPORSB,2020,1,4,530,5505,20.19,15.85,5.49,69.23,81.67,11.67,6.67,58.33,283.55,,,,,,
NL50,SLAPORSB,2023,2,4,3042,5505,27.74,19.26,7.82,78.26,67.15,25.55,7.3,68.5,-26.7,7.549999999999997,3.410000000000002,2.33,-14.519999999999996,10.170000000000002,-310.25
NL50,SLAPORSB,2024,3,4,619,5505,33.28,21.81,7.38,74.07,58.75,33.75,7.5,76.0,16.97,5.540000000000003,2.549999999999997,-0.4400000000000004,-8.400000000000006,7.5,43.67
NL50,SLAPORSB,2025,4,4,1314,5505,23.44,16.21,5.33,72.73,69.82,26.63,3.55,56.79,-19.19,-9.84,-5.599999999999998,-2.05,11.069999999999993,-19.21,-36.16
NL50,SaintTaylor,2023,1,3,864,6227,33.22,21.53,9.54,35.14,58.2,34.43,7.38,69.09,22.74,,,,,,
NL50,SaintTaylor,2024,2,3,2248,6227,31.14,20.91,13.02,20.0,57.09,32.62,10.28,55.32,-34.07,-2.0799999999999983,-0.620000000000001,3.4800000000000004,-1.1099999999999994,-13.770000000000003,-56.81
NL50,SaintTaylor,2025,3,3,3115,6227,31.49,21.41,12.5,16.8,53.63,33.68,12.69,57.21,9.42,0.34999999999999787,0.5,-0.5199999999999996,-3.460000000000001,1.8900000000000006,43.49
NL50,Sakhacop,2020,1,3,12379,59875,20.32,15.36,5.52,42.51,69.28,25.37,5.35,57.2,214.69,,,,,,
NL50,Sakhacop,2021,2,3,24160,59875,21.88,17.04,7.97,43.86,67.91,25.01,7.08,60.76,246.86,1.5599999999999987,1.6799999999999997,2.45,-1.3700000000000045,3.559999999999995,32.170000000000016
NL50,Sakhacop,2023,3,3,23336,59875,19.51,16.7,8.25,57.95,74.88,18.34,6.79,59.99,-5.8,-2.3699999999999974,-0.33999999999999986,0.28000000000000025,6.969999999999999,-0.769999999999996,-252.66000000000003
NL50,Sam_Bruk,2017,1,4,4526,7458,25.34,19.02,8.35,56.25,72.88,22.45,4.66,56.36,230.98,,,,,,
NL50,Sam_Bruk,2018,2,4,623,7458,23.76,17.5,7.23,43.75,73.33,20.0,6.67,60.0,245.24,-1.5799999999999983,-1.5199999999999996,-1.1199999999999992,0.45000000000000284,3.6400000000000006,14.26000000000002
NL50,Sam_Bruk,2019,3,4,1649,7458,23.17,18.07,9.63,54.0,69.81,25.47,4.72,64.91,181.33,-0.5899999999999999,0.5700000000000003,2.4000000000000004,-3.519999999999996,4.909999999999997,-63.91
NL50,Sam_Bruk,2020,4,4,660,7458,23.18,19.55,10.63,55.0,68.75,25.0,6.25,48.21,223.06,0.00999999999999801,1.4800000000000004,1.0,-1.0600000000000023,-16.699999999999996,41.72999999999999
NL50,Sanctigallus,2020,1,5,642,26301,19.63,13.71,7.14,55.56,71.26,24.14,4.6,41.38,125.51,,,,,,
NL50,Sanctigallus,2021,2,5,3814,26301,17.25,13.45,5.87,59.3,77.41,16.43,6.16,46.06,233.25,-2.379999999999999,-0.26000000000000156,-1.2699999999999996,6.1499999999999915,4.68,107.74
NL50,Sanctigallus,2022,3,5,2034,26301,18.53,15.78,6.65,62.75,78.16,15.71,6.13,47.97,206.55,1.2800000000000011,2.33,0.7800000000000002,0.75,1.9099999999999966,-26.69999999999999
NL50,Sanctigallus,2024,4,5,3417,26301,19.64,16.45,8.22,57.41,75.34,18.9,5.75,51.94,6.37,1.1099999999999994,0.6699999999999999,1.5700000000000003,-2.819999999999993,3.969999999999999,-200.18
NL50,Sanctigallus,2025,5,5,16394,26301,19.68,16.21,8.91,71.24,72.91,19.73,7.36,46.28,-4.49,0.03999999999999915,-0.23999999999999844,0.6899999999999995,-2.430000000000007,-5.659999999999997,-10.86
NL50,Sapienter,2018,1,3,7479,24162,21.41,16.04,5.34,63.59,75.91,19.17,4.92,60.47,185.83,,,,,,
NL50,Sapienter,2019,2,3,7297,24162,20.75,16.65,8.6,54.26,75.67,17.49,6.83,63.15,214.11,-0.6600000000000001,0.6099999999999994,3.26,-0.23999999999999488,2.6799999999999997,28.28
NL50,Sapienter,2020,3,3,9386,24162,18.9,14.42,6.32,49.4,74.04,19.98,5.98,55.98,210.25,-1.8500000000000014,-2.2299999999999986,-2.2799999999999994,-1.6299999999999955,-7.170000000000002,-3.8600000000000136
NL50,Semmerling,2015,1,3,1217,3275,20.95,17.58,9.05,48.0,84.94,8.43,6.63,80.28,108.85,,,,,,
NL50,Semmerling,2016,2,3,782,3275,25.45,19.57,8.72,57.89,71.58,17.89,10.53,87.72,93.47,4.5,1.990000000000002,-0.33000000000000007,-13.36,7.439999999999998,-15.379999999999995
NL50,Semmerling,2018,3,3,1276,3275,23.43,19.59,7.99,69.44,79.59,11.56,8.84,68.47,284.16,-2.0199999999999996,0.019999999999999574,-0.7300000000000004,8.010000000000005,-19.25,190.69000000000003
NL50,Sensei2212,2017,1,5,658,19089,17.93,11.85,3.6,66.67,78.89,21.11,0.0,67.86,197.86,,,,,,
NL50,Sensei2212,2018,2,5,5604,19089,18.42,14.17,6.78,51.16,75.61,19.11,5.28,36.51,164.11,0.490000000000002,2.3200000000000003,3.18,-3.280000000000001,-31.35,-33.75
NL50,Sensei2212,2019,3,5,4301,19089,20.2,16.11,7.2,50.0,77.55,16.5,5.95,46.32,178.8,1.7799999999999976,1.9399999999999995,0.41999999999999993,1.9399999999999977,9.810000000000002,14.689999999999998
NL50,Sensei2212,2020,4,5,5498,19089,20.13,16.11,8.56,47.88,74.69,16.51,8.8,61.78,215.18,-0.07000000000000028,0.0,1.3600000000000003,-2.8599999999999994,15.46,36.379999999999995
